id,isResult,side,h/id,h/title,h/short_title,a/id,a/title,a/short_title,goals/h,goals/a,xG/h,xG/a,datetime,forecast/w,forecast/d,forecast/l,result
11985,true,a,220,Brighton,BRI,88,Manchester City,MCI,0,5,0.149588,5.51767,2020-07-11 19:00:00,0.0008150063781286353,0.006956640470613355,0.9916103202435992,w
11999,true,h,88,Manchester City,MCI,73,Bournemouth,BOU,2,1,0.82755,1.66635,2020-07-15 17:00:00,0.1847610824457157,0.2423001890659606,0.572938728146533,w
12011,true,a,90,Watford,WAT,88,Manchester City,MCI,0,4,0.131868,3.73814,2020-07-21 17:00:00,0.0037088464503009706,0.03247873580527166,0.963803229357728,w
12017,true,h,88,Manchester City,MCI,79,Norwich,NOR,5,0,3.56749,0.786563,2020-07-26 15:00:00,0.8719031074725567,0.08367066569221646,0.044420891035471435,w
14105,true,a,229,Wolverhampton Wanderers,WOL,88,Manchester City,MCI,1,3,0.727677,2.07651,2020-09-21 19:15:00,0.11937655322259857,0.19300915314983483,0.6876142872959106,w
14112,true,h,88,Manchester City,MCI,75,Leicester,LEI,2,5,1.44633,2.86721,2020-09-27 15:30:00,0.1703213453135138,0.16112104825370263,0.6685572219799516,l
14469,true,a,245,Leeds,LED,88,Manchester City,MCI,1,1,2.56662,1.41533,2020-10-03 16:30:00,0.6236801174834827,0.17929654765228786,0.1970232383777893,d
14480,true,h,88,Manchester City,MCI,83,Arsenal,ARS,1,0,1.43023,0.838322,2020-10-17 16:30:00,0.5096990678887009,0.27003910560889455,0.22026182645934003,w
14493,true,a,81,West Ham,WHU,88,Manchester City,MCI,1,1,0.263739,0.892456,2020-10-24 11:30:00,0.10607075631424984,0.3932236545925008,0.5007055890931889,d
14502,true,a,238,Sheffield United,SHE,88,Manchester City,MCI,0,1,0.687544,1.89643,2020-10-31 12:30:00,0.1275474938154906,0.21100642921550167,0.6614460750490704,w
14511,true,h,88,Manchester City,MCI,87,Liverpool,LIV,1,1,1.58487,1.18789,2020-11-08 16:30:00,0.4655526787422526,0.24856011847630807,0.2858872026042859,d
14523,true,a,82,Tottenham,TOT,88,Manchester City,MCI,2,0,0.761142,1.66325,2020-11-21 17:30:00,0.16907927177420465,0.24148782762686108,0.5894329002656109,l
14533,true,h,88,Manchester City,MCI,92,Burnley,BUR,5,0,2.26129,0.419877,2020-11-28 15:00:00,0.7952164858142942,0.150668185798716,0.05411530923178878,w
14540,true,h,88,Manchester City,MCI,228,Fulham,FLH,2,0,3.26328,0.287444,2020-12-05 15:00:00,0.9228266969054979,0.06264033947779842,0.014531107622767608,w
14549,true,a,89,Manchester United,MUN,88,Manchester City,MCI,0,0,0.591617,1.28434,2020-12-12 17:30:00,0.17140280342046546,0.2936938639079481,0.5349033326617674,d
14564,true,h,88,Manchester City,MCI,76,West Bromwich Albion,WBA,1,1,2.58593,0.210243,2020-12-15 20:00:00,0.8825980919376989,0.09902358425768489,0.018378217794075592,d
14572,true,a,74,Southampton,SOU,88,Manchester City,MCI,0,1,0.586972,1.15599,2020-12-19 15:00:00,0.18739843265061878,0.31547337239492396,0.4971281949521755,w
14581,true,h,88,Manchester City,MCI,86,Newcastle United,NEW,2,0,3.19575,0.200953,2020-12-26 20:00:00,0.9312815490266372,0.05869518391966069,0.01002182340092265,w
14603,true,a,80,Chelsea,CHE,88,Manchester City,MCI,1,3,0.691013,3.18063,2021-01-03 16:30:00,0.0492352182951924,0.09880453967132599,0.8519588785837212,w
14614,true,h,88,Manchester City,MCI,220,Brighton,BRI,1,0,2.90855,0.177084,2021-01-13 18:00:00,0.9162878696973519,0.07244982779927076,0.011261843920903666,w
14621,true,h,88,Manchester City,MCI,78,Crystal Palace,CRY,4,0,0.961088,0.0515836,2021-01-17 19:15:00,0.5988140949627206,0.38148014529568763,0.01970575974141995,w
14089,true,h,88,Manchester City,MCI,71,Aston Villa,AVL,2,0,3.34385,0.601768,2021-01-20 20:00:00,0.8813517426143054,0.08280471667599697,0.03584105682394199,w
14629,true,a,76,West Bromwich Albion,WBA,88,Manchester City,MCI,0,5,0.568258,2.24838,2021-01-26 20:15:00,0.07819691382819115,0.1643828540170193,0.7574202143639698,w
14642,true,h,88,Manchester City,MCI,238,Sheffield United,SHE,1,0,1.53116,0.154537,2021-01-30 15:00:00,0.7334914125109387,0.2318278111885528,0.03468077619155458,w
14646,true,a,92,Burnley,BUR,88,Manchester City,MCI,0,2,0.0489155,2.12153,2021-02-03 18:00:00,0.006020923192410393,0.12628118197781543,0.8676978864530994,w
14659,true,a,87,Liverpool,LIV,88,Manchester City,MCI,1,4,1.17728,3.55196,2021-02-07 16:30:00,0.08264442647709824,0.10789945797009157,0.8094510456126813,w
14671,true,h,88,Manchester City,MCI,82,Tottenham,TOT,3,0,2.46219,0.4235,2021-02-13 17:30:00,0.8226325241588438,0.1310675837904915,0.04629983506438727,w
14593,true,a,72,Everton,EVE,88,Manchester City,MCI,1,3,1.04664,1.23218,2021-02-17 20:15:00,0.31222663222625374,0.28367081955119644,0.404102548216446,w
14675,true,a,83,Arsenal,ARS,88,Manchester City,MCI,0,1,0.331188,2.08868,2021-02-21 16:30:00,0.04768218356430033,0.16194561554109832,0.7903721940606423,w
14689,true,h,88,Manchester City,MCI,81,West Ham,WHU,2,1,0.760574,1.92892,2021-02-27 12:30:00,0.13979236261758618,0.21063383059096552,0.6495738043880651,w
14720,true,h,88,Manchester City,MCI,229,Wolverhampton Wanderers,WOL,4,1,3.26196,0.318824,2021-03-02 20:00:00,0.9181595128646685,0.06528246245360228,0.016556177665366052,w
14700,true,h,88,Manchester City,MCI,89,Manchester United,MUN,0,2,1.27561,2.11411,2021-03-07 16:30:00,0.22594153532419387,0.20777932647194736,0.5662791301921102,l
14761,true,h,88,Manchester City,MCI,74,Southampton,SOU,5,2,3.10503,1.60561,2021-03-10 18:00:00,0.6753426667189928,0.15262774063953125,0.17202857315919357,w
14708,true,a,228,Fulham,FLH,88,Manchester City,MCI,0,3,0.449499,2.72578,2021-03-13 20:00:00,0.040073699458982065,0.11096327537702946,0.8489628199739968,w
14730,true,a,75,Leicester,LEI,88,Manchester City,MCI,0,2,0.284781,1.98438,2021-04-03 16:30:00,0.04411949622302132,0.17062330577282556,0.7852571945121072,w
14740,true,h,88,Manchester City,MCI,245,Leeds,LED,1,2,1.98825,0.17525,2021-04-10 11:30:00,0.8154529749369674,0.15859200439929233,0.025955017081050566,l
14746,true,a,71,Aston Villa,AVL,88,Manchester City,MCI,1,2,0.801733,1.5634,2021-04-21 19:15:00,0.1917921204628213,0.2541375446493345,0.5540703347433078,w
14768,true,a,78,Crystal Palace,CRY,88,Manchester City,MCI,0,2,0.361866,2.04443,2021-05-01 11:30:00,0.05470497202637103,0.17023863174077675,0.7750563910681892,w
14781,true,h,88,Manchester City,MCI,80,Chelsea,CHE,1,2,1.79168,0.619724,2021-05-08 16:30:00,0.6567232167886613,0.22057732768036808,0.1226994546284167,l
14791,true,a,86,Newcastle United,NEW,88,Manchester City,MCI,3,4,2.18312,1.477,2021-05-14 19:00:00,0.5369821084847854,0.20504370611413755,0.25797417318244564,w
14795,true,a,220,Brighton,BRI,88,Manchester City,MCI,3,2,1.22824,1.07139,2021-05-18 18:00:00,0.39740413124905855,0.2825965020107195,0.3199993667341377,l
14811,true,h,88,Manchester City,MCI,72,Everton,EVE,5,0,2.88355,1.07258,2021-05-23 15:00:00,0.7449355572362334,0.14326681066673544,0.11179721977584836,w
16385,true,a,82,Tottenham,TOT,88,Manchester City,MCI,1,0,1.06014,2.10585,2021-08-15 15:30:00,0.18257292013435295,0.20389546320547178,0.613531609054929,l
16387,true,h,88,Manchester City,MCI,79,Norwich,NOR,5,0,2.43928,0.0250088,2021-08-21 14:00:00,0.9074410092926852,0.09033852887365644,0.002220411239042117,w
16396,true,h,88,Manchester City,MCI,83,Arsenal,ARS,5,0,4.47273,0.116805,2021-08-28 11:30:00,0.9821221894920528,0.016198958243945898,0.0016099063835561677,w
16409,true,a,75,Leicester,LEI,88,Manchester City,MCI,0,1,0.8001,2.75058,2021-09-11 14:00:00,0.08250360216614991,0.1364114793373138,0.7810846887875605,w
16421,true,h,88,Manchester City,MCI,74,Southampton,SOU,0,0,1.22451,0.490923,2021-09-18 14:00:00,0.5459336610533665,0.3054009617791,0.14866537716245629,d
16426,true,a,80,Chelsea,CHE,88,Manchester City,MCI,0,1,0.194202,1.69244,2021-09-25 11:30:00,0.03794254367502525,0.20564684861371402,0.7564106072901576,w
16441,true,a,87,Liverpool,LIV,88,Manchester City,MCI,2,2,0.949368,1.04319,2021-10-03 15:30:00,0.32103761745836185,0.30872888878896587,0.37023349375198444,d
16451,true,h,88,Manchester City,MCI,92,Burnley,BUR,2,0,2.15712,1.07719,2021-10-16 14:00:00,0.6199397587356156,0.19999210742645002,0.1800681234358445,w
16458,true,a,220,Brighton,BRI,88,Manchester City,MCI,1,4,1.1695,3.57376,2021-10-23 16:30:00,0.08064968042546537,0.10630081080343544,0.8130440621581189,w
16470,true,h,88,Manchester City,MCI,78,Crystal Palace,CRY,0,2,0.65739,1.05029,2021-10-30 14:00:00,0.22635886587737825,0.32979153140696355,0.44384960271505974,l
16483,true,a,89,Manchester United,MUN,88,Manchester City,MCI,0,2,0.759561,2.04202,2021-11-06 12:30:00,0.12870763362932616,0.198341518876991,0.672950842408206,w
