Rk,Player,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,GperSh,GperSoT,Dist,FK,PK,xG,NpxG,NpxGperSh,G-xG,Np:G-xG
2621,Loum Tchaouna\a3c8b4d3,FWMF,Rennes,fr Ligue 1,17,2003,1,0,2,1,50,2.07,1.03,0,0,16.8,0,0,0.2,0.2,0.09,-0.2,-0.2
2622,Warren Tchimbembé\93b8f9f4,MF,Metz,fr Ligue 1,23,1998,2.3,0,0,0,,0,0,,,,0,0,0,0,,0,0
2623,Aurélien Tchouaméni\4f255115,MF,Monaco,fr Ligue 1,21,2000,32.5,0.09,1.72,0.31,17.9,1.72,0.31,0.05,0.3,21.3,0,0,0.07,0.07,0.04,0.02,0.02
2624,Mathys Tel\829aa60c,FWMF,Rennes,fr Ligue 1,16,2005,0.6,0,5,1.67,33.3,4.82,1.61,0,0,16.3,1.67,0,0.67,0.67,0.12,-0.67,-0.67
2625,Jordan Tell\4f093689,FW,Clermont Foot,fr Ligue 1,24,1997,3.2,0.31,2.19,0.94,42.9,2.17,0.93,0.14,0.33,11.8,0,0,0.31,0.31,0.14,0,0
2626,Nathan Tella\f1e94cd6,MFFW,Southampton,eng Premier League,22,1999,8.9,0,1.35,0.56,41.7,1.34,0.56,0,0,20.9,0,0,0.06,0.06,0.04,-0.06,-0.06
2627,Alex Telles\e73c9bb2,DF,Manchester Utd,eng Premier League,28,1992,18.4,0,0.54,0.16,30,0.54,0.16,0,0,23,0.22,0,0.03,0.03,0.05,-0.03,-0.03
2628,Cristian Tello\72a99e38,FWMF,Betis,es La Liga,29,1991,9.1,0.22,3.19,0.99,31,3.19,0.99,0.07,0.22,20.3,0.22,0,0.19,0.19,0.06,0.03,0.03
2629,Nahuel Tenaglia\66654daa,DF,Alavés,es La Liga,25,1996,11.9,0,0.5,0.08,16.7,0.5,0.08,0,0,19,0,0,0.03,0.03,0.04,-0.03,-0.03
2630,Marc Tenas\1c5d79e2,FWMF,Alavés,es La Liga,20,2001,0.6,0,0,0,,0,0,,,,0,0,0,0,,0,0
2631,Marc-André ter Stegen\6f51e382,GK,Barcelona,es La Liga,29,1992,35,0,0,0,,0,0,,,,0,0,0,0,,0,0
2632,Filippo Terracciano\5cbb5ad6,DF,Hellas Verona,it Serie A,18,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2633,Pietro Terracciano\e1b0a70d,GK,Fiorentina,it Serie A,31,1990,31.8,0,0,0,,0,0,,,,0,0,0,0,,0,0
2634,Martin Terrier\5148dcc5,FWMF,Rennes,fr Ligue 1,24,1997,30.9,0.68,2.75,1.39,50.6,2.75,1.39,0.22,0.44,14.6,0,0.06,0.44,0.39,0.14,0.24,0.22
2635,Aleksa Terzić\3ef0a2d7,DF,Fiorentina,it Serie A,21,1999,3,0,0,0,,0,0,,,,0,0,0,0,,0,0
2636,Robert Tesche\037130ca,MF,Bochum,de Bundesliga,34,1987,3.9,0,0.51,0,0,0.52,0,0,,15,0,0,0.03,0.03,0.04,-0.03,-0.03
2637,Tanner Tessmann\ac277993,MF,Venezia,it Serie A,19,2001,7.6,0,1.05,0.39,37.5,1.06,0.4,0,0,15.8,0,0,0.11,0.11,0.1,-0.11,-0.11
2638,Tetê\7120a04d,FWMF,Lyon,fr Ligue 1,21,2000,6.5,0.31,2.62,1.08,41.2,2.62,1.08,0.12,0.29,15.6,0,0,0.37,0.37,0.14,-0.06,-0.06
2639,Cedric Teuchert\f956479d,MFFW,Union Berlin,de Bundesliga,24,1997,1.2,0,2.5,0.83,33.3,2.57,0.86,0,0,14.7,0,0,0.17,0.17,0.07,-0.17,-0.17
2640,Arthur Theate\df8d6029,DF,Bologna,it Serie A,21,2000,26.9,0.07,0.78,0.22,28.6,0.78,0.22,0.1,0.33,16.6,0,0,0.06,0.06,0.07,0.02,0.02
2641,Jan Thielmann\fd53759d,MFFW,Köln,de Bundesliga,19,2002,13.2,0.23,1.14,0.45,40,1.13,0.45,0.2,0.5,22.3,0,0,0.11,0.11,0.09,0.12,0.12
2642,Sada Thioub\f4bc42b1,MF,Angers,fr Ligue 1,26,1995,0,0,0,0,,0,0,,,,0,0,0,0,,0,0
2643,Sada Thioub\f4bc42b1,DF,Saint-Étienne,fr Ligue 1,26,1995,10.6,0,0.47,0,0,0.47,0,0,,18.5,0,0,0.02,0.02,0.04,-0.02,-0.02
2644,Luke Thomas\fc027d02,DF,Leicester City,eng Premier League,20,2001,21.2,0,0.19,0,0,0.19,0,0,,18.6,0,0,0.01,0.01,0.05,-0.01,-0.01
2645,Romain Thomas\275e2c51,DF,Angers,fr Ligue 1,33,1988,28.5,0.07,0.46,0.14,30.8,0.46,0.14,0.15,0.5,7.3,0,0,0.07,0.07,0.15,0,0
2646,Adrien Thomasson\c76b7567,MF,Strasbourg,fr Ligue 1,27,1993,26.5,0.3,1.81,0.72,39.6,1.81,0.72,0.17,0.42,15.5,0,0,0.25,0.25,0.14,0.06,0.06
2647,Erik Thommy\df8e7b62,DFFW,Stuttgart,de Bundesliga,26,1994,3,0,3.33,1.33,40,3.28,1.31,0,0,22.9,0,0,0.13,0.13,0.04,-0.13,-0.13
2648,Dominic Thompson\235a62f8,DF,Brentford,eng Premier League,21,2000,1.6,0,0.63,0,0,0.62,0,0,,18,0,0,0,0,0.02,0,0
2649,Morten Thorsby\d1b49282,MF,Sampdoria,it Serie A,25,1996,32.7,0.09,0.8,0.21,26.9,0.8,0.21,0.12,0.43,12.5,0,0,0.1,0.1,0.13,-0.01,-0.01
2650,Thuler\db23d9fc,DF,Montpellier,fr Ligue 1,22,1999,9.5,0,0.11,0,0,0.11,0,0,,6,0,0,0.01,0.01,0.14,-0.01,-0.01
2651,Marcus Thuram\6f8cd6d0,FWMF,M'Gladbach,de Bundesliga,23,1997,10.9,0.28,3.03,0.92,30.3,3.03,0.92,0.09,0.3,12.8,0,0,0.5,0.5,0.17,-0.22,-0.22
2652,Khéphren Thuram-Ulie\7d9397f8,MF,Nice,fr Ligue 1,20,2001,21.1,0.19,1.09,0.28,26.1,1.09,0.28,0.17,0.67,15.6,0,0,0.14,0.14,0.14,0.05,0.05
2653,Alexis Tibidi\ca6f4846,FWMF,Stuttgart,de Bundesliga,17,2003,4.3,0,0.93,0.23,25,0.94,0.23,0,0,12.9,0,0,0.07,0.07,0.08,-0.07,-0.07
2654,Cheikh Tidiane Sabaly\9ddf7fae,FWMF,Metz,fr Ligue 1,22,1999,1.7,0,1.18,0.59,50,1.2,0.6,0,0,18.4,0,0,0.06,0.06,0.05,-0.06,-0.06
2655,Youri Tielemans\56f7a928,MF,Leicester City,eng Premier League,24,1997,29.2,0.21,1.95,0.51,26.3,1.95,0.51,0.07,0.27,24.4,0,0.07,0.16,0.11,0.06,0.05,0.03
2656,Kieran Tierney\fce2302c,DF,Arsenal,eng Premier League,24,1997,21.3,0.05,0.7,0.23,33.3,0.7,0.23,0.07,0.2,21.2,0,0,0.03,0.03,0.05,0.01,0.01
2657,Steffen Tigges\6b8887c2,FWMF,Dortmund,de Bundesliga,23,1998,1.2,2.5,3.33,2.5,75,3.21,2.41,0.75,1,8.2,0,0,0.83,0.83,0.25,1.67,1.67
2658,Malik Tillman\a5420709,FWMF,Bayern Munich,de Bundesliga,19,2002,1.2,0,0.83,0.83,100,0.87,0.87,0,0,13.6,0,0,0.17,0.17,0.21,-0.17,-0.17
2659,Timothy Tillman\a5bea1fb,MF,Greuther Fürth,de Bundesliga,22,1999,22.3,0.04,1.03,0.36,34.8,1.03,0.36,0.04,0.13,18.6,0.09,0,0.07,0.07,0.07,-0.03,-0.03
2660,David Timor\174651c8,MF,Getafe,es La Liga,31,1989,3.8,0,2.11,0,0,2.11,0,0,,29.7,0.53,0,0.05,0.05,0.03,-0.05,-0.05
2661,Jean-Clair Todibo\88f130ed,DF,Nice,fr Ligue 1,21,1999,34.6,0.03,0.58,0.17,30,0.58,0.17,0.05,0.17,9.1,0,0,0.07,0.07,0.13,-0.04,-0.04
2662,Umut Tohumcu\e547d3cf,MF,Hoffenheim,de Bundesliga,16,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2663,Karl Toko Ekambi\5ceba7fc,FW,Lyon,fr Ligue 1,28,1992,25.5,0.47,2.9,1.41,48.6,2.9,1.41,0.14,0.28,14.2,0,0.08,0.48,0.42,0.15,-0.01,-0.03
2664,Corentin Tolisso\652d4c37,MF,Bayern Munich,de Bundesliga,26,1994,7.8,0.26,2.31,0.38,16.7,2.3,0.38,0.11,0.67,18.1,0,0,0.17,0.17,0.07,0.09,0.09
2665,Jeremy Toljan\a96e5dc0,DF,Sassuolo,it Serie A,26,1994,15.5,0,0.19,0.06,33.3,0.19,0.06,0,0,22.1,0,0,0.01,0.01,0.02,-0.01,-0.01
2666,Rafael Tolói\c56dc39e,DF,Atalanta,it Serie A,30,1990,16,0.06,0.69,0.13,18.2,0.69,0.13,0.09,0.5,11,0,0,0.08,0.08,0.12,-0.02,-0.02
2667,Raúl de Tomás\02ef8778,FW,Espanyol,es La Liga,26,1994,32.4,0.52,3.12,1.23,39.6,3.12,1.24,0.12,0.3,18.2,0.28,0.15,0.45,0.33,0.11,0.07,0.04
2668,Tiago Tomás\b492126a,FW,Stuttgart,de Bundesliga,19,2002,11.9,0.34,2.35,1.26,53.6,2.34,1.26,0.14,0.27,14.7,0,0,0.31,0.31,0.13,0.03,0.03
2669,Takehiro Tomiyasu\b3af9be1,DF,Arsenal,eng Premier League,22,1998,18.7,0,0.59,0.11,18.2,0.59,0.11,0,0,16.1,0,0,0.04,0.04,0.08,-0.04,-0.04
2670,Takehiro Tomiyasu\b3af9be1,DF,Bologna,it Serie A,22,1998,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2671,James Tomkins\e7ca0439,DF,Crystal Palace,eng Premier League,32,1989,6.1,0.16,0.66,0.33,50,0.66,0.33,0.25,0.5,12,0,0,0.1,0.1,0.14,0.07,0.07
2672,Fikayo Tomori\7edfbb8a,DF,Milan,it Serie A,23,1997,30.2,0,0.36,0.07,18.2,0.36,0.07,0,0,9.8,0,0,0.07,0.07,0.2,-0.07,-0.07
2673,Sandro Tonali\0db169ae,MF,Milan,it Serie A,21,2000,28.9,0.17,1.31,0.38,28.9,1.32,0.38,0.13,0.45,22.2,0.14,0,0.15,0.15,0.11,0.02,0.02
2674,Lorenzo Tonelli\8cc29864,DF,Empoli,it Serie A,31,1990,9.7,0,0.72,0.31,42.9,0.72,0.31,0,0,11.3,0,0,0.04,0.04,0.06,-0.04,-0.04
2675,Ivan Toney\e09f279b,FW,Brentford,eng Premier League,25,1996,32.3,0.37,2.57,0.74,28.9,2.57,0.74,0.08,0.29,15.1,0,0.15,0.37,0.25,0.1,0,-0.04
2676,Ernesto Torregrossa\bf39bdec,FW,Sampdoria,it Serie A,29,1992,1.3,0,0,0,,0,0,,,,0,0,0,0,,0,0
2677,Lucas Torreira\52611641,MF,Fiorentina,it Serie A,25,1996,24.4,0.2,1.19,0.53,44.8,1.19,0.53,0.17,0.38,13.6,0.08,0,0.19,0.18,0.17,0.02,0.02
2678,Raúl Torrente\4d753a3f,DF,Granada,es La Liga,20,2001,14.2,0,0.28,0,0,0.28,0,0,,13,0,0,0.02,0.02,0.08,-0.02,-0.02
2679,Ferrán Torres\9e1035f8,FW,Manchester City,eng Premier League,21,2000,3.4,0.59,3.82,1.18,30.8,3.86,1.19,0.15,0.5,14.1,0,0,0.74,0.74,0.19,-0.15,-0.15
2680,Ferrán Torres\9e1035f8,FW,Barcelona,es La Liga,21,2000,15.7,0.25,3.31,1.15,34.6,3.31,1.15,0.06,0.17,15.6,0.19,0.06,0.46,0.41,0.12,-0.2,-0.22
2681,Óliver Torres\58a9a4d9,MFFW,Sevilla,es La Liga,26,1994,11.2,0.18,1.25,0.45,35.7,1.25,0.45,0.14,0.4,17.6,0,0,0.08,0.08,0.07,0.1,0.1
2682,Pau Torres\532e1e4f,DF,Villarreal,es La Liga,24,1997,31.7,0.16,0.79,0.28,36,0.79,0.28,0.2,0.56,7.1,0,0,0.1,0.1,0.13,0.06,0.06
2683,Roberto Torres\d733aa38,MFFW,Osasuna,es La Liga,32,1989,9,0.22,1.44,0.33,23.1,1.45,0.33,0,0,24.3,0,0.22,0.22,0.04,0.03,0,-0.04
2684,Lucas Torró\0e4fef6e,MF,Osasuna,es La Liga,27,1994,30.3,0.03,1.16,0.3,25.7,1.16,0.3,0.03,0.11,20.3,0,0,0.05,0.05,0.04,-0.02,-0.02
2685,Jordan Torunarigha\f86cabbd,DF,Hertha BSC,de Bundesliga,23,1997,5.4,0,0.37,0,0,0.37,0,0,,9,0,0,0.04,0.04,0.1,-0.04,-0.04
2686,Cenk Tosun\9a104dee,FW,Everton,eng Premier League,30,1991,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2687,Abdoulaye Touré\ef7cd87a,MF,Genoa,it Serie A,27,1994,4.8,0,0.83,0,0,0.84,0,0,,20.5,0,0,0.04,0.04,0.04,-0.04,-0.04
2688,Almamy Touré\c8c60119,DF,Eint Frankfurt,de Bundesliga,25,1996,5.6,0,1.07,0.36,33.3,1.07,0.36,0,0,12.7,0,0,0.14,0.14,0.14,-0.14,-0.14
2689,Lucas Tousart\71ec39ef,MF,Hertha BSC,de Bundesliga,24,1997,21.8,0.09,1.1,0.32,29.2,1.1,0.32,0.08,0.29,18.5,0,0,0.08,0.08,0.07,0.01,0.01
2690,Yoann Touzghar\4e47507a,FW,Troyes,fr Ligue 1,34,1986,16.2,0.25,1.67,0.74,44.4,1.67,0.74,0.15,0.33,12.8,0,0,0.29,0.29,0.18,-0.04,-0.04
2691,Andros Townsend\b28bbd58,MF,Everton,eng Premier League,30,1991,16.2,0.19,1.23,0.56,45,1.24,0.56,0.1,0.22,21.2,0.25,0.06,0.14,0.09,0.07,0.04,0.03
2692,Adama Traoré\9a28eba4,FW,Wolves,eng Premier League,25,1996,11.9,0.08,1.93,0.5,26.1,1.94,0.51,0.04,0.17,18.9,0,0,0.2,0.2,0.11,-0.12,-0.12
2693,Adama Traoré\9a28eba4,FWDF,Barcelona,es La Liga,25,1996,4.2,0,2.14,0.71,33.3,2.12,0.71,0,0,14.5,0,0,0.14,0.14,0.07,-0.14,-0.14
2694,Amadou Traore\4eb0686f,FW,Bordeaux,fr Ligue 1,19,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,,0,0
2695,Bertrand Traoré\c47541e0,MFFW,Aston Villa,eng Premier League,25,1995,2.4,0,3.33,0.42,12.5,3.27,0.41,0,0,16.8,0,0,0.13,0.13,0.04,-0.13,-0.13
2696,Boubacar Traoré\999ceb5f,MF,Metz,fr Ligue 1,19,2001,19.2,0.05,1.15,0.26,22.7,1.15,0.26,0.05,0.2,27.4,0,0,0.04,0.04,0.04,0.01,0.01
2697,Charles Traore\de488e56,DF,Nantes,fr Ligue 1,29,1992,8,0,0.13,0.13,100,0.13,0.13,0,0,23,0,0,0,0,0.04,0,0
2698,Hamari Traoré\a4b1028a,DF,Rennes,fr Ligue 1,29,1992,32.1,0.09,0.97,0.28,29,0.97,0.28,0.1,0.33,16.9,0,0,0.05,0.05,0.05,0.04,0.04
2699,Ismaël Traoré\b666421b,DF,Angers,fr Ligue 1,34,1986,35.7,0.11,0.73,0.25,34.6,0.73,0.25,0.15,0.44,8.6,0,0,0.1,0.1,0.14,0.01,0.01
2700,Kevin Trapp\ce17b5eb,GK,Eint Frankfurt,de Bundesliga,31,1990,32,0,0,0,,0,0,,,,0,0,0,0,,0,0
2701,Miguel Trauco\e4b72e34,DF,Saint-Étienne,fr Ligue 1,28,1992,12.4,0.08,0.81,0.24,30,0.81,0.24,0.1,0.33,25,0.08,0,0.02,0.02,0.03,0.06,0.06
2702,Óscar Trejo\fc647b34,MF,Rayo Vallecano,es La Liga,33,1988,22.3,0.13,0.9,0.31,35,0.9,0.31,0,0,24.3,0,0.13,0.15,0.05,0.06,-0.02,-0.05
2703,Trézéguet\3ae14ed1,FW,Aston Villa,eng Premier League,26,1994,0.1,0,10,0,0,8.18,0,0,,21,0,0,1,1,0.06,-1,-1
2704,Manu Trigueros\963829d0,MFFW,Villarreal,es La Liga,29,1991,24.2,0.25,1.65,0.66,40,1.65,0.66,0.15,0.38,17.4,0,0,0.2,0.2,0.12,0.05,0.05
2705,Simone Trimboli\f5f21026,MF,Sampdoria,it Serie A,19,2002,0.7,0,0,0,,0,0,,,,0,0,0,0,,0,0
2706,Christopher Trimmel\056d2d95,DF,Union Berlin,de Bundesliga,34,1987,22.1,0.09,0.9,0.23,25,0.9,0.23,0.1,0.4,17.7,0.05,0,0.08,0.08,0.09,0.01,0.01
2707,Francisco Trincão\77e39b04,FWMF,Wolves,eng Premier League,21,1999,14.8,0.14,2.09,0.88,41.9,2.09,0.88,0.06,0.15,18,0.07,0,0.23,0.23,0.11,-0.09,-0.09
2708,Kieran Trippier\21512407,DF,Newcastle Utd,eng Premier League,30,1990,4.8,0.42,0.42,0.42,100,0.42,0.42,1,1,23.2,0.42,0,0.02,0.02,0.06,0.4,0.4
2709,Kieran Trippier\21512407,DF,Atlético Madrid,es La Liga,30,1990,10.8,0,0.19,0,0,0.18,0,0,,18.6,0.09,0,0.01,0.01,0.07,-0.01,-0.01
2710,William Troost-Ekong\7ed4921e,DF,Watford,eng Premier League,27,1993,15.4,0,0.13,0,0,0.13,0,0,,21.8,0,0,0.01,0.01,0.05,-0.01,-0.01
2711,Leandro Trossard\38ceb24a,FWMF,Brighton,eng Premier League,26,1994,31.2,0.26,2.31,0.83,36.1,2.31,0.83,0.1,0.27,18.1,0.16,0.03,0.22,0.19,0.08,0.04,0.03
2712,Adrien Truffert\5d0e0a1f,DF,Rennes,fr Ligue 1,19,2001,18.2,0.16,1.1,0.27,25,1.1,0.27,0.15,0.6,19.7,0,0,0.12,0.12,0.11,0.04,0.04
2713,Philipp Tschauner\73e2f6eb,GK,RB Leipzig,de Bundesliga,35,1985,0,0,0,0,,0,0,,,,0,0,0,0,,0,0
2714,Kostas Tsimikas\f315ca93,DF,Liverpool,eng Premier League,25,1996,9.7,0,0.82,0.21,25,0.82,0.21,0,0,17.1,0,0,0.05,0.05,0.07,-0.05,-0.05
2715,Axel Tuanzebe\2baec6ce,DF,Aston Villa,eng Premier League,23,1997,5.6,0,0.36,0.18,50,0.35,0.18,0,0,7,0,0,0.04,0.04,0.09,-0.04,-0.04
2716,Axel Tuanzebe\2baec6ce,DF,Napoli,it Serie A,23,1997,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2717,Ozan Tufan\17d45fb2,MF,Watford,eng Premier League,26,1995,3.7,0,0.81,0,0,0.81,0,0,,17.9,0,0,0.14,0.14,0.17,-0.14,-0.14
2718,Beñat Turrientes\068f4dec,MF,Real Sociedad,es La Liga,19,2002,2.3,0,3.04,0.87,28.6,3.04,0.87,0,0,21.1,0,0,0.17,0.17,0.06,-0.17,-0.17
2719,Tuta\35d64857,DF,Eint Frankfurt,de Bundesliga,22,1999,24.3,0.16,0.62,0.25,40,0.62,0.25,0.27,0.67,11.5,0,0,0.1,0.1,0.16,0.07,0.07
2720,Christos Tzolis\9f333379,FWMF,Norwich City,eng Premier League,19,2002,3.7,0,1.62,0.54,33.3,1.61,0.54,0,0,18.9,0,0,0.14,0.14,0.08,-0.14,-0.14
2721,Iyenoma Udogie\7cd520e8,DF,Udinese,it Serie A,18,2002,27.5,0.18,1.02,0.47,46.4,1.02,0.47,0.18,0.38,13.1,0,0,0.14,0.14,0.14,0.04,0.04
2722,Matthieu Udol\cc41f558,DF,Metz,fr Ligue 1,25,1996,11.2,0.09,0.45,0.18,40,0.45,0.18,0.2,0.5,18.1,0,0,0.04,0.04,0.09,0.04,0.04
2723,Ike Ugbo\8a53d24b,FW,Troyes,fr Ligue 1,22,1998,9,0.56,1.67,0.67,40,1.66,0.66,0.27,0.67,14.2,0,0.11,0.48,0.39,0.23,0.08,0.06
2724,Chimuanya Ugochukwu\1df4a109,MF,Rennes,fr Ligue 1,17,2004,4.5,0.22,0.89,0.22,25,0.89,0.22,0.25,1,17,0,0,0.07,0.07,0.07,0.16,0.16
2725,Hwang Ui-jo\a2d873dd,FW,Bordeaux,fr Ligue 1,28,1992,27.9,0.39,1.97,0.79,40,1.97,0.79,0.2,0.5,16.7,0,0,0.28,0.28,0.14,0.11,0.11
2726,Anthony Ujah\99be8fb5,FWMF,Union Berlin,de Bundesliga,30,1990,0.4,0,7.5,2.5,33.3,7.71,2.57,0,0,13.9,0,0,0.5,0.5,0.08,-0.5,-0.5
2727,Maximilian Ullmann\caaf2ed1,DF,Venezia,it Serie A,25,1996,2.7,0,0,0,,0,0,,,,0,0,0,0,,0,0
2728,Sven Ulreich\7d3e7da6,GK,Bayern Munich,de Bundesliga,32,1988,6,0,0,0,,0,0,,,,0,0,0,0,,0,0
2729,Samuel Umtiti\3eed9821,DF,Barcelona,es La Liga,27,1993,1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2730,Enes Ünal\f8eca1b6,FW,Getafe,es La Liga,24,1997,31.1,0.51,2.64,0.77,29.3,2.64,0.77,0.17,0.58,15.8,0.23,0.06,0.33,0.23,0.09,0.19,0.22
2731,Cengiz Ünder\1880614f,FWMF,Marseille,fr Ligue 1,24,1997,24.4,0.41,2.38,0.82,34.5,2.37,0.82,0.16,0.45,19.1,0.04,0.04,0.27,0.24,0.1,0.14,0.13
2732,Dayot Upamecano\d248cd8f,DF,Bayern Munich,de Bundesliga,22,1998,24.6,0.04,0.41,0.04,10,0.41,0.04,0.1,1,12.3,0,0,0.03,0.03,0.08,0.01,0.01
2733,Benjamin Uphoff\a9a6fc08,GK,Freiburg,de Bundesliga,27,1993,2,0,0,0,,0,0,,,,0,0,0,0,,0,0
2734,Kacper Urbanski\2d9d9e42,MF,Bologna,it Serie A,16,2004,0.5,0,0,0,,0,0,,,,0,0,0,0,,0,0
2735,Jere Uronen\d75f3980,DF,Brest,fr Ligue 1,27,1994,9.8,0,0.41,0.1,25,0.41,0.1,0,0,27.7,0,0,0.01,0.01,0.03,-0.01,-0.01
2736,Mark Uth\a3ddb1b9,MFFW,Köln,de Bundesliga,29,1991,22.5,0.22,3.07,0.84,27.5,3.07,0.84,0.07,0.26,17.8,0.18,0,0.26,0.26,0.08,-0.04,-0.04
2737,Myrto Uzuni\01da7812,MFFW,Granada,es La Liga,26,1995,9.5,0.11,1.16,0.21,18.2,1.16,0.21,0.09,0.5,20.4,0,0,0.16,0.16,0.14,-0.05,-0.05
2738,Antonio Vacca\444c89d9,MF,Venezia,it Serie A,31,1990,11.8,0,0.08,0,0,0.08,0,0,,28,0,0,0,0,0.01,0,0
2739,Álvaro Vadillo\61b62b33,MFDF,Espanyol,es La Liga,26,1994,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2740,Óscar Valentín\592f3158,MF,Rayo Vallecano,es La Liga,26,1994,28.5,0,0.39,0.04,9.1,0.39,0.04,0,0,19.4,0,0,0.04,0.04,0.1,-0.04,-0.04
2741,Germán Valera\84f55b4a,FWMF,Real Sociedad,es La Liga,19,2002,0.6,0,1.67,0,0,1.76,0,0,,22.6,0,0,0,0,0.03,0,0
2742,Yan Valery\531a4aa8,DF,Southampton,eng Premier League,22,1999,4.1,0,0.49,0,0,0.49,0,0,,28.3,0,0,0,0,0.02,0,0
2743,Martin Valjent\f2c6ac01,DF,Mallorca,es La Liga,25,1995,35.3,0,0.28,0.03,10,0.28,0.03,0,0,27.9,0,0,0.01,0.01,0.02,-0.01,-0.01
2744,Jesús Vallejo\c2111b45,DF,Real Madrid,es La Liga,24,1997,3.8,0,0,0,,0,0,,,,0,0,0,0,,0,0
2745,Manu Vallejo\0bc4e720,MFFW,Alavés,es La Liga,24,1997,4.1,0.24,0.73,0.49,66.7,0.73,0.49,0.33,0.5,11.9,0,0,0.24,0.24,0.32,0,0
2746,Manu Vallejo\0bc4e720,FWMF,Valencia,es La Liga,24,1997,1.1,0,2.73,0.91,33.3,2.76,0.92,0,0,18.8,0,0,0.18,0.18,0.07,-0.18,-0.18
2747,Federico Valverde\0959c2a2,MF,Real Madrid,es La Liga,23,1998,20.4,0,1.76,0.44,25,1.77,0.44,0,0,24.1,0,0,0.05,0.05,0.03,-0.05,-0.05
2748,Vanderson\ee45fd85,FWMF,Monaco,fr Ligue 1,20,2001,12.4,0.16,1.13,0.48,42.9,1.13,0.48,0.14,0.33,19.7,0,0,0.06,0.06,0.06,0.1,0.1
2749,Zinho Vanheusden\afbf187b,DF,Genoa,it Serie A,22,1999,11,0,0.55,0.18,33.3,0.55,0.18,0,0,18.5,0,0,0.02,0.02,0.03,-0.02,-0.02
2750,Jonathan Varane\4ade359f,MF,Lens,fr Ligue 1,19,2001,0,0,0,0,,0,0,,,,0,0,0,0,,0,0
2751,Raphaël Varane\9f8e9423,DF,Manchester Utd,eng Premier League,28,1993,20.3,0.05,0.44,0.05,11.1,0.44,0.05,0.11,1,8.3,0,0,0.04,0.04,0.09,0.01,0.01
2752,Jamie Vardy\45963054,FW,Leicester City,eng Premier League,34,1987,20.1,0.75,2.64,1.24,47.2,2.64,1.25,0.28,0.6,12.1,0,0,0.47,0.47,0.18,0.27,0.27
2753,Ruben Vargas\6ecbddf6,MFFW,Augsburg,de Bundesliga,22,1998,22,0.05,1.77,0.27,15.4,1.77,0.27,0.03,0.17,17.9,0,0,0.19,0.19,0.11,-0.14,-0.14
2754,Sebastian Vasiliadis\d3112d86,MF,Arminia,de Bundesliga,23,1997,13.3,0,0.9,0.15,16.7,0.91,0.15,0,0,24.5,0,0,0.03,0.03,0.03,-0.03,-0.03
2755,Johan Vásquez\5eaed77a,DF,Genoa,it Serie A,22,1998,25.3,0.04,0.55,0.12,21.4,0.55,0.12,0.07,0.33,13.1,0,0,0.04,0.04,0.06,0,0
2756,Denis Vavro\08990838,DF,Lazio,it Serie A,25,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
2757,José Luis García Vayá\27dc1378,MF,Levante,es La Liga,22,1998,22.4,0,0.63,0.09,14.3,0.63,0.09,0,0,22.9,0.09,0,0.03,0.03,0.04,-0.03,-0.03
2758,Jesus Vazquez\106c142c,DF,Valencia,es La Liga,18,2003,9,0,0.44,0.11,25,0.44,0.11,0,0,15.6,0,0,0.08,0.08,0.17,-0.08,-0.08
2759,Kevin Vázquez\ee923664,DF,Celta Vigo,es La Liga,28,1993,14.8,0,0.2,0.07,33.3,0.2,0.07,0,0,11,0,0,0.03,0.03,0.13,-0.03,-0.03
2760,Lucas Vázquez\fd51b456,DF,Real Madrid,es La Liga,30,1991,20.4,0.15,0.88,0.25,27.8,0.88,0.25,0.17,0.6,20.2,0,0,0.09,0.09,0.1,0.06,0.06
2761,Matías Vecino\44ac04e9,MF,Inter,it Serie A,29,1991,4.2,0.24,1.67,0.48,28.6,1.67,0.48,0.14,0.5,9.4,0,0,0.31,0.31,0.19,-0.07,-0.07
2762,Gabriel Veiga\35a6e5c7,MF,Celta Vigo,es La Liga,19,2002,1.2,0,1.67,0,0,1.67,0,0,,26,0,0,0,0,0.01,0,0
2763,Miguel Veloso\ab1ca213,MF,Hellas Verona,it Serie A,35,1986,14.9,0,1.14,0.27,23.5,1.14,0.27,0,0,25,0.4,0,0.04,0.04,0.04,-0.04,-0.04
2764,Joël Veltman\dad4b285,DF,Brighton,eng Premier League,29,1992,31.9,0.03,0.38,0.06,16.7,0.38,0.06,0.08,0.5,16.6,0,0,0.03,0.03,0.07,0,0
2765,Mickey van de Ven\8fe2a392,DF,Wolfsburg,de Bundesliga,20,2001,2.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
