id,minute,result,x,y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,assist,lastAction
429943,71,SavedShot,0.8440000152587891,0.3139999961853027,0.05446777120232582,Kyle Walker,a,638,OpenPlay,2021,RightFoot,16409,Leicester,Manchester City,0,1,2021-09-11 14:00:00,Rúben Dias,BallRecovery
429944,72,MissedShots,0.9109999847412109,0.57,0.0889868438243866,Aymeric Laporte,a,2498,FromCorner,2021,LeftFoot,16409,Leicester,Manchester City,0,1,2021-09-11 14:00:00,Rúben Dias,Pass
429946,77,MissedShots,0.9590000152587891,0.585,0.12711143493652344,Raheem Sterling,a,618,OpenPlay,2021,RightFoot,16409,Leicester,Manchester City,0,1,2021-09-11 14:00:00,Jack Grealish,Chipped
429949,90,MissedShots,0.9,0.35400001525878905,0.10124219954013824,Fernandinho,a,614,OpenPlay,2021,RightFoot,16409,Leicester,Manchester City,0,1,2021-09-11 14:00:00,Raheem Sterling,Pass
429950,91,SavedShot,0.9030000305175782,0.6859999847412109,0.28640496730804443,Bernardo Silva,a,3635,OpenPlay,2021,RightFoot,16409,Leicester,Manchester City,0,1,2021-09-11 14:00:00,Ilkay Gündogan,Pass
431368,21,MissedShots,0.9619999694824218,0.57,0.39061275124549866,Ilkay Gündogan,h,314,OpenPlay,2021,Head,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,Kyle Walker,Cross
431369,25,BlockedShot,0.8869999694824219,0.6959999847412109,0.04063601419329643,Raheem Sterling,h,618,SetPiece,2021,RightFoot,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,None,None
431370,25,MissedShots,0.874000015258789,0.69,0.036241497844457626,Raheem Sterling,h,618,SetPiece,2021,RightFoot,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,Jack Grealish,Pass
431371,30,BlockedShot,0.85,0.325,0.0426267609000206,Gabriel Jesus,h,5543,OpenPlay,2021,LeftFoot,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,None,None
431372,32,MissedShots,0.8690000152587891,0.835999984741211,0.048757728189229965,Ilkay Gündogan,h,314,DirectFreekick,2021,RightFoot,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,None,Standard
431373,40,MissedShots,0.970999984741211,0.395,0.02947959676384926,Gabriel Jesus,h,5543,FromCorner,2021,Head,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,Fernandinho,Chipped
431375,46,BlockedShot,0.8080000305175781,0.46599998474121096,0.04883692041039467,Fernandinho,h,614,OpenPlay,2021,RightFoot,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,Bernardo Silva,Pass
431376,46,BlockedShot,0.735999984741211,0.7019999694824218,0.01482071727514267,João Cancelo,h,2379,OpenPlay,2021,LeftFoot,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,Rúben Dias,Pass
431378,52,MissedShots,0.8190000152587891,0.5409999847412109,0.06496762484312057,Gabriel Jesus,h,5543,OpenPlay,2021,RightFoot,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,Raheem Sterling,Pass
431380,56,MissedShots,0.919000015258789,0.5,0.10037263482809067,Rúben Dias,h,8961,FromCorner,2021,Head,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,Ilkay Gündogan,Cross
431382,65,MissedShots,0.99,0.40299999237060546,0.05613870546221733,Raheem Sterling,h,618,OpenPlay,2021,RightFoot,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,Jack Grealish,Cross
